acc,loss,vacc,vloss
0.8135095238685608,7.050351142883301,0.8862500190734863,4.045073986053467
0.8173274397850037,4.943915367126465,0.8862500190734863,2.5409297943115234
0.8064610958099365,4.095393180847168,0.8862500190734863,1.8548065423965454
0.8108663558959961,3.351362943649292,0.8862500190734863,1.9656263589859009
0.8182085156440735,2.5816867351531982,0.8862500190734863,0.9397361278533936
0.809985339641571,1.5081384181976318,0.8862500190734863,0.6050105690956116
0.8308370113372803,0.8437054753303528,0.8862500190734863,0.3593771755695343
0.8469896912574768,0.5769674181938171,0.8862500190734863,0.3658307194709778
0.869016170501709,0.4647384285926819,0.8862500190734863,0.35600757598876953
0.8816446661949158,0.42287617921829224,0.8862500190734863,0.3494760990142822
0.8845815062522888,0.3881152868270874,0.8862500190734863,0.3488834798336029
0.8822320103645325,0.40063223242759705,0.8862500190734863,0.35149991512298584
0.886637270450592,0.38991454243659973,0.8862500190734863,0.3490288555622101
0.8901615142822266,0.3786388635635376,0.8862500190734863,0.3491114377975464
0.890748918056488,0.37163737416267395,0.8862500190734863,0.3494153916835785
0.8883994221687317,0.3803539276123047,0.8862500190734863,0.3527643084526062
0.8901615142822266,0.3779183328151703,0.8862500190734863,0.3493106961250305
0.8895741701126099,0.36558210849761963,0.8862500190734863,0.3490039110183716
0.8892804980278015,0.3601357936859131,0.8862500190734863,0.3484574854373932
0.8913362622261047,0.35583245754241943,0.8862500190734863,0.34944969415664673
0.8916299343109131,0.3595876395702362,0.8862500190734863,0.34669259190559387
0.8925110101699829,0.35412663221359253,0.8862500190734863,0.34679263830184937
0.8922173380851746,0.35481420159339905,0.8862500190734863,0.3456405997276306
0.8916299343109131,0.3571028709411621,0.8862500190734863,0.34682726860046387
0.8910425901412964,0.357342392206192,0.8862500190734863,0.3498861789703369
0.8910425901412964,0.3556218445301056,0.8862500190734863,0.34495383501052856
0.8925110101699829,0.3578411340713501,0.8862500190734863,0.3453235626220703
0.890748918056488,0.3605177700519562,0.8862500190734863,0.34559398889541626
0.8930984139442444,0.35130181908607483,0.8862500190734863,0.344023197889328
0.8919236660003662,0.35076844692230225,0.8862500190734863,0.34378260374069214
0.8916299343109131,0.3525236248970032,0.8862500190734863,0.34597232937812805
0.8919236660003662,0.3514444828033447,0.8862500190734863,0.34535738825798035
0.8922173380851746,0.34762042760849,0.8862500190734863,0.3441459536552429
0.8925110101699829,0.3486299514770508,0.8862500190734863,0.3429032564163208
0.8919236660003662,0.350023478269577,0.8862500190734863,0.3440791964530945
0.8922173380851746,0.3452869653701782,0.8862500190734863,0.34388965368270874
0.8930984139442444,0.3437708914279938,0.8862500190734863,0.3450148105621338
0.8928046822547913,0.3445703983306885,0.8862500190734863,0.3428623676300049
0.8916299343109131,0.3465877175331116,0.8862500190734863,0.3450028896331787
0.8925110101699829,0.3469104468822479,0.8862500190734863,0.346699982881546
0.8925110101699829,0.3453015983104706,0.8862500190734863,0.34076881408691406
0.8919236660003662,0.3447214365005493,0.8862500190734863,0.3437163531780243
0.8925110101699829,0.3459375202655792,0.8862500190734863,0.34371426701545715
0.8925110101699829,0.34925535321235657,0.8862500190734863,0.3426479995250702
0.8925110101699829,0.3483942747116089,0.8862500190734863,0.3432261645793915
0.8928046822547913,0.3480914235115051,0.8862500190734863,0.34118595719337463
0.8919236660003662,0.34297919273376465,0.8862500190734863,0.3416285216808319
0.8928046822547913,0.34779947996139526,0.8862500190734863,0.33906257152557373
0.8925110101699829,0.34032565355300903,0.8862500190734863,0.3399229049682617
0.8928046822547913,0.34289345145225525,0.8862500190734863,0.33819228410720825
0.8928046822547913,0.3461304008960724,0.8862500190734863,0.3388170599937439
0.8928046822547913,0.34318122267723083,0.8862500190734863,0.3386532962322235
0.8930984139442444,0.3471905589103699,0.8862500190734863,0.3407714366912842
0.8928046822547913,0.3434644639492035,0.8862500190734863,0.33750954270362854
0.8925110101699829,0.34072399139404297,0.8862500190734863,0.3393492102622986
0.8930984139442444,0.3376845717430115,0.8862500190734863,0.3360581696033478
0.8928046822547913,0.3376427888870239,0.8862500190734863,0.33899107575416565
0.8930984139442444,0.33735978603363037,0.8862500190734863,0.3331146538257599
0.8925110101699829,0.34260308742523193,0.8862500190734863,0.3363192677497864
0.8922173380851746,0.33603936433792114,0.8862500190734863,0.337514191865921
0.8925110101699829,0.33428412675857544,0.8862500190734863,0.33537402749061584
0.8928046822547913,0.33542975783348083,0.8862500190734863,0.3373512327671051
0.8928046822547913,0.3385341763496399,0.8862500190734863,0.33619457483291626
0.8928046822547913,0.3432234227657318,0.8862500190734863,0.3363274037837982
0.8928046822547913,0.33673471212387085,0.8862500190734863,0.3382883071899414
0.8928046822547913,0.3325909674167633,0.8862500190734863,0.3337875008583069
0.8928046822547913,0.3367351293563843,0.8862500190734863,0.33478277921676636
0.8928046822547913,0.33906105160713196,0.8862500190734863,0.33306363224983215
0.8928046822547913,0.3382249176502228,0.8862500190734863,0.33278360962867737
0.8919236660003662,0.33539777994155884,0.8862500190734863,0.33455199003219604
0.8928046822547913,0.33339807391166687,0.8862500190734863,0.3332177698612213
0.8928046822547913,0.3355092406272888,0.8862500190734863,0.33464255928993225
0.8928046822547913,0.33297213912010193,0.8862500190734863,0.33232155442237854
0.8928046822547913,0.33077627420425415,0.8862500190734863,0.32749855518341064
0.8928046822547913,0.33569207787513733,0.8862500190734863,0.3270159661769867
0.8928046822547913,0.33274316787719727,0.8862500190734863,0.33044183254241943
0.8928046822547913,0.3327752947807312,0.8862500190734863,0.33076250553131104
0.8930984139442444,0.33169859647750854,0.8862500190734863,0.3301824629306793
0.8922173380851746,0.3339897096157074,0.8862500190734863,0.3301144540309906
0.8928046822547913,0.3337176740169525,0.8862500190734863,0.3294459581375122
0.8928046822547913,0.3333090841770172,0.8862500190734863,0.33222252130508423
0.8928046822547913,0.3267783224582672,0.8862500190734863,0.329000324010849
0.8928046822547913,0.3317602574825287,0.8862500190734863,0.33322474360466003
0.8928046822547913,0.3335499167442322,0.8862500190734863,0.3295802175998688
0.8928046822547913,0.3278103172779083,0.8862500190734863,0.3252077102661133
0.8925110101699829,0.328990638256073,0.8862500190734863,0.32753273844718933
0.8928046822547913,0.33108100295066833,0.8862500190734863,0.32384586334228516
0.8930984139442444,0.32282328605651855,0.8862500190734863,0.32328855991363525
0.8928046822547913,0.32507428526878357,0.8862500190734863,0.31865033507347107
0.8928046822547913,0.32298192381858826,0.8862500190734863,0.3199068009853363
0.8928046822547913,0.33099475502967834,0.8862500190734863,0.3175707459449768
0.8928046822547913,0.32390424609184265,0.8862500190734863,0.32163187861442566
0.8928046822547913,0.32626643776893616,0.8862500190734863,0.3175797760486603
0.8928046822547913,0.32154232263565063,0.8862500190734863,0.31771084666252136
0.8930984139442444,0.3243812322616577,0.8862500190734863,0.3150893449783325
0.8925110101699829,0.32383063435554504,0.8862500190734863,0.32585227489471436
0.8928046822547913,0.3192126154899597,0.8862500190734863,0.31516602635383606
0.8922173380851746,0.319174587726593,0.8862500190734863,0.3146803379058838
0.8922173380851746,0.3185042440891266,0.8862500190734863,0.31269991397857666
0.8925110101699829,0.3194422423839569,0.8862500190734863,0.3121658265590668
0.8922173380851746,0.3220450282096863,0.8862500190734863,0.3116642236709595
0.8930984139442444,0.31907913088798523,0.8862500190734863,0.31292879581451416
0.8928046822547913,0.317303866147995,0.8862500190734863,0.31040555238723755
0.8933920860290527,0.3207020163536072,0.8862500190734863,0.3109210133552551
0.8922173380851746,0.31706589460372925,0.8862500190734863,0.3091745376586914
0.8928046822547913,0.3167554438114166,0.8862500190734863,0.3095845878124237
0.8928046822547913,0.3188559114933014,0.8862500190734863,0.30856549739837646
0.8928046822547913,0.3173066973686218,0.8862500190734863,0.31054532527923584
0.8930984139442444,0.3145791292190552,0.8862500190734863,0.3086598217487335
0.8936857581138611,0.3090810775756836,0.8862500190734863,0.30985531210899353
0.8928046822547913,0.3129923939704895,0.8862500190734863,0.30881205201148987
0.8930984139442444,0.3142554759979248,0.8862500190734863,0.3074539601802826
